Gene	Missense_Path	Total_Path	Percent_Missense_Path
PRKDC	3	4	75.0
PRKG1	1	1	100.0
PRKN	10	17	58.82
PACRG	0	2	0.0
PRKRA	0	1	0.0
PRKRA-AS1	1	1	100.0
PRLR	2	2	100.0
PRMT7	3	9	33.33
PRNP	0	22	0.0
PROC	24	29	82.76
PRODH	1	2	50.0
PROK2	4	6	66.67
PROKR2	7	8	87.5
PROM1	1	20	5.0
PROP1	8	30	26.67
PROS1	6	16	37.5
PRPF31	4	31	12.9
PRPF3	3	3	100.0
PRPF4	1	2	50.0
PRPF6	2	2	100.0
PRPF8	8	11	72.73
PRPH2	27	46	58.7
PRPS1	8	26	30.77
PRR12	0	3	0.0
PRRT2	3	34	8.82
PRRX1	1	3	33.33
PRSS12	0	1	0.0
TRB	15	16	93.75
PRSS56	8	10	80.0
PRUNE1	1	10	10.0
PRX	0	20	0.0
PSAP	6	10	60.0
PSAT1	4	8	50.0
PSEN1	52	53	98.11
PSEN2	7	8	87.5
PSENEN	1	7	14.29
PSMA3	0	1	0.0
PSMA3-AS1	0	1	0.0
PSMB4	0	4	0.0
PSMB8	2	2	100.0
PSMB9	1	1	100.0
PSMD12	0	4	0.0
PSPH	3	3	100.0
PSTPIP1	1	5	20.0
PTCH1	7	154	4.55
LOC100507346	1	22	4.55
PTCH2	1	3	33.33
PTCHD1	2	9	22.22
PTDSS1	3	5	60.0
PTEN	51	408	12.5
PTF1A	0	2	0.0
PTGIS	1	1	100.0
PTH1R	6	9	66.67
PTH2R	1	1	100.0
PTH	3	4	75.0
PTHLH	2	5	40.0
PTPN11	99	116	85.34
PTPN12	0	1	0.0
PTPN23	1	1	100.0
PTPRC	0	2	0.0
PTPRF	0	1	0.0
PTPRJ	2	2	100.0
PTPRQ	0	3	0.0
PTPRT	1	2	50.0
PTRH2	0	3	0.0
PTS	15	32	46.88
PUF60	4	24	16.67
PURA	28	74	37.84
PUS1	4	7	57.14
HYLS1	1	2	50.0
PXDN	1	4	25.0
PYCR1	5	15	33.33
PYCR2	4	10	40.0
MIR6741	0	1	0.0
PYGL	10	20	50.0
PYGM	16	68	23.53
PYROXD1	2	5	40.0
QARS	6	14	42.86
QDPR	8	11	72.73
QRICH1	0	4	0.0
QRSL1	2	4	50.0
RAB11B	2	2	100.0
RAB18	1	4	25.0
RAB23	1	3	33.33
RAB27A	5	11	45.45
RAB28	0	4	0.0
RAB33B	3	6	50.0
RAB39B	3	6	50.0
RAB3GAP1	3	26	11.54
ZRANB3	0	3	0.0
RAB3GAP2	2	11	18.18
RAB7A	4	4	100.0
RAC1	9	9	100.0
RAC2	2	2	100.0
RAC3	1	1	100.0
RAD21	4	14	28.57
RAD50	1	146	0.68
TH2LCRR	0	3	0.0
TH2LCRR	0	17	0.0
RAD51	3	7	42.86
RAD51B	0	1	0.0
RAD51C	2	79	2.53
RAD51L3-RFFL	3	59	5.08
RAD54B	2	2	100.0
RAD54L	5	5	100.0
RAF1	35	35	100.0
RAG1	31	40	77.5
RAG2	20	24	83.33
RAI1	3	28	10.71
RALGAPB	1	1	100.0
RANBP2	3	3	100.0
EDAR	14	32	43.75
RAPSN	9	21	42.86
RARB	4	8	50.0
RARS2	8	20	40.0
RARS	6	12	50.0
RASA1	0	4	0.0
CCNH	4	45	8.89
RASGRP2	1	2	50.0
RAX2	2	5	40.0
RAX	1	4	25.0
RB1	23	236	9.75
LPAR6	4	5	80.0
RBBP8	1	6	16.67
RBCK1	2	11	18.18
RBFOX1	2	4	50.0
RBFOX2	0	1	0.0
RBFOX3	0	1	0.0
RBM10	0	12	0.0
RBM20	10	15	66.67
RBM28	1	1	100.0
RBM48	1	1	100.0
RBM8A	0	2	0.0
RBMX	0	1	0.0
RBP3	4	5	80.0
RBP4	6	8	75.0
RBPJ	6	7	85.71
RCBTB1	0	2	0.0
RCOR1	0	1	0.0
RD3	0	5	0.0
BLOC1S1-RDH5	7	11	63.64
RDX	1	4	25.0
RECQL4	2	79	2.53
RECQL	0	8	0.0
REEP1	0	13	0.0
REEP2	2	3	66.67
REEP6	2	4	50.0
RELA	1	1	100.0
RELB	0	1	0.0
RELN	8	19	42.11
LOC101927870	2	3	66.67
REN	3	6	50.0
LOC107548112	2	2	100.0
REPS1	2	2	100.0
RERE	12	18	66.67
REST	0	3	0.0
RET	62	82	75.61
RETREG1	0	4	0.0
LOC101929524	0	1	0.0
REV3L	1	1	100.0
RFT1	9	11	81.82
RFWD3	1	2	50.0
RFX6	3	10	30.0
RFXANK	1	3	33.33
RFXAP	0	3	0.0
RGR	0	1	0.0
RGS2	0	1	0.0
RGS9	2	2	100.0
RGS9BP	1	1	100.0
RHAG	7	8	87.5
RHBDF2	2	2	100.0
RHCE	0	1	0.0
RSRP1	1	2	50.0
RHEB	3	3	100.0
RHO	45	53	84.91
RHOA	5	8	62.5
RHOBTB2	4	4	100.0
RICTOR	0	1	0.0
RIMS1	1	2	50.0
RIN2	0	3	0.0
RIPK4	3	5	60.0
RIPOR2	0	1	0.0
RIPPLY2	0	2	0.0
RIT1	19	21	90.48
RLBP1	4	6	66.67
RLIM	3	3	100.0
RMND1	5	14	35.71
RMRP	0	61	0.0
RNASEH1	2	3	66.67
RNASEH2A	9	13	69.23
RNASEH2B	3	12	25.0
RNASEH2B-AS1	2	2	100.0
RNASEH2C	3	6	50.0
RNASEL	1	2	50.0
RNASET2	1	2	50.0
RNF113A	1	2	50.0
RNF125	2	2	100.0
RNF135	0	4	0.0
RNF168	0	2	0.0
RNF170	0	2	0.0
LOC100294362	1	2	50.0
RNF216	3	7	42.86
RNF43	0	1	0.0
RNF6	1	3	33.33
ROBO2	3	3	100.0
ROBO3	7	11	63.64
ROCK1	1	1	100.0
ROGDI	0	13	0.0
ROM1	1	3	33.33
ROR1	1	1	100.0
ROR2	2	17	11.76
RORA-AS1	3	5	60.0
RORB	0	1	0.0
RORC	1	3	33.33
ROS1	2	2	100.0
RP1	4	43	9.3
RP1L1	4	7	57.14
RP2	7	23	30.43
RP9	1	1	100.0
RPE65	16	28	57.14
RPGR	10	66	15.15
RPGRIP1	3	39	7.69
RPGRIP1L	5	37	13.51
RPIA	1	2	50.0
RPL10	2	3	66.67
RPL11	0	8	0.0
RPL15	0	2	0.0
RPL21	1	1	100.0
RPL26	0	1	0.0
RPL27	0	1	0.0
IQCG	1	5	20.0
DIPK1A	1	14	7.14
RPS10-NUDT3	1	2	50.0
RPS17	1	3	33.33
RPS19	5	20	25.0
RPS23	2	2	100.0
RPS24	2	5	40.0
RPS26	3	10	30.0
RPS27	0	1	0.0
RPS28	1	1	100.0
RPS29	3	4	75.0
RPS6KA3	21	51	41.18
RPS6KC1	1	1	100.0
RPS7	0	2	0.0
RPSA	5	7	71.43
RPUSD3	1	2	50.0
RRAS2	0	1	0.0
RRM2B	19	39	48.72
RS1	2	3	66.67
CDKL5	18	27	66.67
RSPH1	1	14	7.14
RSPH3	0	7	0.0
RSPH4A	0	17	0.0
RSPH9	0	7	0.0
RSPO2	0	3	0.0
RSPO4	6	9	66.67
RSPRY1	1	2	50.0
RSRC2	1	1	100.0
RTEL1-TNFRSF6B	9	49	18.37
RTN2	1	2	50.0
RTN4IP1	1	2	50.0
RTTN	5	15	33.33
RUBCN	2	3	66.67
RUNX1	13	41	31.71
RUNX2	8	15	53.33
LOC109611589	0	2	0.0
RUSC2	0	2	0.0
SEC61A1	0	1	0.0
RXRA	2	2	100.0
RXYLT1	0	9	0.0
RXYLT1-AS1	0	1	0.0
RYR1	111	220	50.45
RYR2	106	112	94.64
S1PR2	2	2	100.0
SAA1	2	2	100.0
SACS	12	235	5.11
SAG	0	6	0.0
SALL1	2	23	8.7
SALL2	0	1	0.0
SALL4	1	14	7.14
SAMD9	6	7	85.71
SAMD9L	4	4	100.0
SAMHD1	9	20	45.0
SAR1B	3	4	75.0
SLC46A1	1	1	100.0
SARS2	3	6	50.0
SARS	2	2	100.0
SASH1	1	1	100.0
SASS6	0	2	0.0
SATB2	17	52	32.69
SBDS	6	17	35.29
SBF1	3	4	75.0
SBF2	2	10	20.0
LOC101928008	0	5	0.0
SBF2-AS1	0	6	0.0
SC5D	3	3	100.0
ADAT3	1	2	50.0
SCAPER	1	4	25.0
SCARB2	2	23	8.7
SCARF2	2	5	40.0
SCN10A	1	2	50.0
SCN11A	7	7	100.0
SCN1A	157	344	45.64
LOC102724058	163	338	48.22
SCN1B	7	15	46.67
SCN2A	106	167	63.47
SCN2B	1	1	100.0
SCN3A	7	10	70.0
SCN3B	3	3	100.0
SCN4A	12	13	92.31
GH-LCR	40	43	93.02
SCN4B	3	3	100.0
SCN5A	78	181	43.09
LOC110121269	3	13	23.08
SCN8A	75	88	85.23
SCN9A	3	8	37.5
SCN1A-AS1	22	47	46.81
SCNN1A	4	7	57.14
SCNN1B	10	17	58.82
SCNN1G	0	3	0.0
SCO1	3	6	50.0
NCAPH2	6	11	54.55
SCP2	0	1	0.0
SCUBE2	0	1	0.0
SCYL1	3	12	25.0
SDCCAG8	0	13	0.0
SDHA	6	48	12.5
SDHAF1	2	4	50.0
SDHAF2	1	4	25.0
SDHB	31	121	25.62
SDHC	3	19	15.79
SDHD	5	59	8.47
SDR9C7	2	4	50.0
SEC23A	2	2	100.0
SEC23B	8	17	47.06
SEC24D	3	4	75.0
SEC61A1	3	3	100.0
SEC63	0	8	0.0
SECISBP2	1	5	20.0
SELENBP1	2	4	50.0
SELENON	12	36	33.33
SELP	0	1	0.0
SEMA3A	1	2	50.0
SEMA3D	1	1	100.0
SEMA3E	1	1	100.0
SEMA4A	3	4	75.0
SEPSECS	4	10	40.0
SEPT9	0	3	0.0
SERAC1	3	22	13.64
SERPINA1	12	30	40.0
SERPINA3	1	1	100.0
SERPINA6	1	1	100.0
SERPINA7	4	4	100.0
SERPINB6	0	2	0.0
SERPINB7	0	4	0.0
SERPINB8	0	3	0.0
SERPINC1	25	31	80.65
PI4KA	2	4	50.0
SERPINE1	0	2	0.0
SERPINF1	0	8	0.0
SERPINF2	1	2	50.0
SERPING1	14	31	45.16
SERPINH1	2	2	100.0
SERPINI1	4	4	100.0
SET	2	5	40.0
SETBP1	7	23	30.43
SETD1A	0	6	0.0
SETD2	3	10	30.0
SETD5	1	41	2.44
SETX	11	33	33.33
SEZ6	0	1	0.0
SF3B1	17	18	94.44
SF3B2	2	2	100.0
SF3B4	1	27	3.7
SFRP4	0	3	0.0
SFTPA2	2	2	100.0
SFTPB	1	3	33.33
SFTPC	5	6	83.33
SFXN4	0	4	0.0
SGCA	10	50	20.0
SGCB	6	28	21.43
SGCD	2	17	11.76
SGCE	0	1	0.0
CASD1	1	37	2.7
SGCG	3	23	13.04
SGO1-AS1	1	1	100.0
SGO2	0	1	0.0
SGPL1	3	8	37.5
SGSH	23	41	56.1
SLC26A11	1	1	100.0
SH2B3	1	2	50.0
SH2D1A	6	14	42.86
SH3BP2	9	9	100.0
SH3PXD2B	1	6	16.67
SH3TC2	12	62	19.35
SHANK2	0	3	0.0
SHANK3	10	48	20.83
SHH	9	41	21.95
SHOC2	0	2	0.0
SHOX	5	13	38.46
LOC107652445	4	6	66.67
SHROOM4	1	2	50.0
SI	5	10	50.0
SIGMAR1	0	6	0.0
SIK1	2	5	40.0
SIK1B	1	1	100.0
SIL1	1	11	9.09
SIM1	1	2	50.0
SIN3A	0	16	0.0
SIPA1L3	0	1	0.0
SIX1	8	11	72.73
SIX2	1	1	100.0
SIX3	7	14	50.0
LOC107075317	2	2	100.0
LOC107075317	1	1	100.0
SIX6	1	2	50.0
SKI	11	14	78.57
SKIV2L	1	4	25.0
SLC10A2	0	1	0.0
SLC11A2	3	3	100.0
SLC12A1	6	17	35.29
SLC12A2	0	1	0.0
SLC12A3	32	45	71.11
SLC12A5	4	6	66.67
SLC12A6	1	43	2.33
SLC13A5	3	17	17.65
SLC14A1	1	1	100.0
SLC16A12	1	3	33.33
SLC16A1	2	12	16.67
SLC16A2	16	34	47.06
SLC17A5	6	45	13.33
SLC17A8	1	1	100.0
SLC17A9	1	2	50.0
SLC18A2	2	4	50.0
COL18A1	2	9	22.22
SLC19A2	2	9	22.22
SLC19A3	18	28	64.29
SPATA6L	2	3	66.67
SLC1A2	4	4	100.0
SLC1A3	1	2	50.0
SLC1A4	1	3	33.33
SLC20A2	5	18	27.78
SLC22A12	4	8	50.0
SLC22A18	1	2	50.0
SLC22A5	21	72	29.17
SLC24A1	1	6	16.67
SLC24A4	2	3	66.67
SLC24A5	0	1	0.0
SLC25A10	0	1	0.0
SLC25A12	3	3	100.0
SLC25A13	3	23	13.04
SLC25A15	17	22	77.27
SLC25A16	1	1	100.0
SLC25A19	8	8	100.0
SLC25A1	4	8	50.0
SLC25A20	1	13	7.69
SLC25A22	3	6	50.0
SLC25A24	2	2	100.0
SLC25A26	3	4	75.0
SLC25A32	1	2	50.0
SLC25A38	1	7	14.29
SLC25A3	0	2	0.0
SLC25A42	1	1	100.0
SLC25A46	6	12	50.0
SLC25A4	9	12	75.0
SLC26A2	13	71	18.31
SLC26A3	17	51	33.33
SLC26A4	55	136	40.44
SLC26A4-AS1	2	8	25.0
SLC26A5	1	2	50.0
SLC26A8	3	3	100.0
SLC27A4	5	7	71.43
SLC29A1	1	1	100.0
SLC29A3	0	15	0.0
SLC2A10	9	21	42.86
SLC2A1	47	99	47.47
SLC2A2	4	17	23.53
SLC2A9	5	6	83.33
SLC30A10	4	14	28.57
SLC30A2	1	1	100.0
SLC30A7	1	1	100.0
SLC30A9	0	1	0.0
SLC33A1	2	3	66.67
SLC34A1	10	15	66.67
SLC34A2	1	3	33.33
SLC34A3	7	18	38.89
SLC35A1	2	3	66.67
SLC35A2	1	16	6.25
SLC35A3	0	3	0.0
SLC35C1	4	6	66.67
SLC35D1	1	3	33.33
SLC36A2	1	1	100.0
SLC37A4	6	38	15.79
SLC38A8	6	11	54.55
SLC39A13	1	1	100.0
SLC39A14	3	9	33.33
SLC39A4	3	8	37.5
SLC39A5	1	2	50.0
SLC39A8	2	4	50.0
SLC3A1	7	16	43.75
PREPL	4	5	80.0
SLC40A1	18	19	94.74
SLC44A4	0	1	0.0
SLC45A1	2	2	100.0
SLC45A2	2	15	13.33
SLC46A1	7	15	46.67
SLC4A11	13	19	68.42
SLC4A1	25	35	71.43
SLC4A4	3	5	60.0
SLC52A2	13	26	50.0
SLC52A3	20	26	76.92
SLC5A1	3	3	100.0
SLC5A2	5	10	50.0
C16orf58	1	1	100.0
SLC5A5	5	7	71.43
SLC5A7	1	4	25.0
SLC6A17	2	2	100.0
SLC6A19	0	4	0.0
SLC6A1	13	26	50.0
SLC6A1-AS1	1	11	9.09
SLC6A2	1	1	100.0
SLC6A3	5	7	71.43
LOC110806262	0	1	0.0
SLC6A5	8	15	53.33
SLC6A8	10	33	30.3
SLC6A9	1	6	16.67
SLC7A14	1	1	100.0
LOC101928583	3	3	100.0
SLC7A7	19	47	40.43
SLC7A9	10	16	62.5
SLC9A1	2	2	100.0
SLC9A3	3	5	60.0
SLC9A3-AS1	0	1	0.0
SLC9A6	0	21	0.0
CISD2	1	1	100.0
SLCO1B1	0	2	0.0
SLCO2A1	4	8	50.0
SLFN14	4	4	100.0
SLITRK1	0	2	0.0
SLITRK5	1	1	100.0
SLITRK6	0	3	0.0
SLURP1	6	10	60.0
SLX4	0	8	0.0
SMAD2	1	4	25.0
SMAD3	9	41	21.95
SMAD4	41	159	25.79
SMAD6	3	4	75.0
SMAD9	1	4	25.0
SMARCA1	0	1	0.0
SMARCA2	35	39	89.74
SMARCA4	28	71	39.44
SMARCAD1	0	5	0.0
SMARCAL1	9	19	47.37
SMARCB1	9	27	33.33
SMARCD2	0	3	0.0
SMARCE1	6	14	42.86
SMC1A	35	63	55.56
MIR6857	0	1	0.0
SMC3	19	25	76.0
SMCHD1	24	47	51.06
SMG9	0	2	0.0
SMN1	13	24	54.17
SMO	4	4	100.0
SMOC1	4	8	50.0
SMOC2	0	3	0.0
SMPD1	14	95	14.74
SMPX	0	7	0.0
SMS	7	10	70.0
SNAP25	1	2	50.0
SNAP29	1	6	16.67
SNAPIN	1	1	100.0
SNCA	4	4	100.0
SNCB	1	2	50.0
SNIP1	2	2	100.0
SNRNP200	5	5	100.0
SNRPA	2	2	100.0
SNRPB	0	5	0.0
SNRPE	1	2	50.0
SNTA1	1	1	100.0
SNX10	0	3	0.0
SNX14	1	14	7.14
SNX27	0	2	0.0
SOBP	0	1	0.0
SOD1	37	38	97.37
SOD3	1	1	100.0
SOHLH1	0	2	0.0
SON	0	24	0.0
MIR6501	0	1	0.0
SOS1	40	41	97.56
SOS2	4	4	100.0
SOST	1	4	25.0
POLR2F	11	52	21.15
SOX11	4	11	36.36
SOX17	1	1	100.0
SOX2-OT	6	29	20.69
SOX3	1	1	100.0
SOX5	3	8	37.5
SOX9	12	28	42.86
LOC108021846	3	6	50.0
SP110	0	1	0.0
SP140	1	7	14.29
SP7	1	1	100.0
SPAG17	1	1	100.0
SPAG1	1	14	7.14
SPARC	2	2	100.0
SPART	0	8	0.0
SPAST	39	132	29.55
SPATA16	1	1	100.0
SPATA5	8	22	36.36
SPATA7	2	13	15.38
SPDL1	0	1	0.0
SPECC1L-ADORA2A	6	7	85.71
SPEG	1	5	20.0
SPG11	6	146	4.11
SPG21	1	4	25.0
SPG7	13	44	29.55
SPINK1	6	9	66.67
SPINK2	0	1	0.0
SPINK5	0	29	0.0
SPINT2	3	6	50.0
SPNS2	0	1	0.0
SPOP	13	13	100.0
SPR	3	11	27.27
SPRED1	2	33	6.06
SPRTN	0	3	0.0
SPRY4	2	2	100.0
SPTA1	14	26	53.85
SPTAN1	7	13	53.85
SPTB	7	22	31.82
SPTBN2	10	16	62.5
SPTBN4	2	6	33.33
SPTLC1	8	8	100.0
SPTLC2	5	5	100.0
SPTLC3	1	1	100.0
SQSTM1	1	10	10.0
SRC	1	1	100.0
SRCAP	1	16	6.25
SRD5A2	26	39	66.67
SRD5A3	1	11	9.09
SRD5A3-AS1	1	2	50.0
SRGAP1	2	2	100.0
SRGAP2	1	1	100.0
SRI	0	1	0.0
SRP54	2	3	66.67
SRP72	1	2	50.0
SRPX2	2	2	100.0
SRY	15	27	55.56
SSR4	0	4	0.0
ST14	2	4	50.0
ST3GAL3	1	1	100.0
ST3GAL5	4	10	40.0
ST7-AS2	0	1	0.0
STAC2	0	1	0.0
STAC3	1	3	33.33
STAG1	8	11	72.73
STAG2	1	4	25.0
STAG3	0	1	0.0
CASTOR3	0	5	0.0
STAMBP	5	14	35.71
STAP1	1	1	100.0
STAR	7	28	25.0
STAT1	33	38	86.84
STAT2	0	3	0.0
STAT3	40	42	95.24
STAT5B	4	6	66.67
STEAP3-AS1	0	1	0.0
STIL	5	13	38.46
STIM1	10	13	76.92
STK11	31	148	20.95
STK19	1	1	100.0
STK33	1	1	100.0
STK4	0	1	0.0
STN1	2	2	100.0
STOX1	0	1	0.0
STRA6	10	21	47.62
STRADA	1	5	20.0
STRC	2	21	9.52
FKRP	0	1	0.0
STS	7	8	87.5
STT3A	1	1	100.0
STT3B	0	1	0.0
STUB1	6	7	85.71
JMJD8	3	6	50.0
STX11	1	6	16.67
STX1B	4	10	40.0
STX7	1	1	100.0
STXBP1	39	128	30.47
MIR3911	1	1	100.0
STXBP2	3	7	42.86
SUCLA2	8	9	88.89
SUCLG1	8	11	72.73
SUFU	3	18	16.67
SUGCT	1	3	33.33
SULT2B1	2	4	50.0
SUMF1	10	17	58.82
SUN5	4	6	66.67
SUOX	4	6	66.67
SURF1	9	38	23.68
SVIL	1	1	100.0
SYCE1	0	2	0.0
CHPT1	0	2	0.0
SYN1	2	11	18.18
SYN3	0	1	0.0
SYNE1	5	75	6.67
SYNE1-AS1	0	4	0.0
SYNE2	1	3	33.33
SYNE4	0	5	0.0
SYNGAP1	15	95	15.79
MIR5004	0	1	0.0
SYNJ1	3	12	25.0
SYP	1	1	100.0
SYT14	2	3	66.67
SYT1	2	2	100.0
SYT2	2	3	66.67
SYTL2	0	1	0.0
SZT2	13	20	65.0
TAB2	2	12	16.67
TAC3	1	4	25.0
TACO1	1	2	50.0
TACR3	5	8	62.5
TACSTD2	3	6	50.0
TAF13	2	2	100.0
TAF1	11	12	91.67
TAF2	1	1	100.0
TAF4B	0	1	0.0
TAF6	1	3	33.33
TALDO1	2	5	40.0
TANGO2	2	9	22.22
TAP2	0	2	0.0
TAPT1	1	2	50.0
TARDBP	16	18	88.89
TARS2	0	3	0.0
TAT	3	9	33.33
TAT-AS1	2	10	20.0
TAZ	17	36	47.22
TBATA	1	1	100.0
TBC1D20	0	4	0.0
TBC1D23	0	5	0.0
TBC1D24	20	37	54.05
TBC1D4	0	1	0.0
TBC1D7-LOC100130357	0	3	0.0
TBCD	12	17	70.59
TBCE	2	7	28.57
B3GALNT2	0	1	0.0
TBCK	1	12	8.33
TBK1	3	11	27.27
TBL1XR1	14	22	63.64
TBR1	6	16	37.5
TBX18	2	4	50.0
TBX19	2	11	18.18
TBX1	3	11	27.27
TBX20	2	4	50.0
TBX22	3	7	42.86
TBX2	1	1	100.0
TBX3	0	3	0.0
TBX4	3	8	37.5
TBX5	13	54	24.07
TBX6	1	8	12.5
TBXA2R	1	1	100.0
TBXAS1	1	6	16.67
TBXT	1	1	100.0
TCAP	1	11	9.09
SOX18	2	5	40.0
TCF12	2	21	9.52
TCF20	0	6	0.0
TCF3	0	1	0.0
TCF4	14	89	15.73
TCHH	0	1	0.0
TCIRG1	3	48	6.25
TCN1	0	1	0.0
TCN2	0	7	0.0
TCOF1	3	42	7.14
TCTEX1D2	0	2	0.0
TM4SF19-TCTEX1D2	0	2	0.0
TCTN1	0	6	0.0
TCTN2	2	18	11.11
TCTN3	1	7	14.29
LRRC2	1	1	100.0
TDO2	1	2	50.0
TDP1	2	3	66.67
TDP2	0	2	0.0
TDRD7	0	3	0.0
TDRD9	0	1	0.0
TDRKH	1	1	100.0
TEAD1	1	1	100.0
TECPR2	0	7	0.0
TECR	1	1	100.0
TECRL	1	2	50.0
TECTA	13	30	43.33
TEK	5	7	71.43
TELO2	6	7	85.71
TENM3	2	4	50.0
TENM4	3	4	75.0
TENT5A	2	3	66.67
TERC	0	30	0.0
ACTRT3	0	1	0.0
LOC110806306	0	8	0.0
TERT	22	38	57.89
LOC110806263	3	6	50.0
TEX11	2	3	66.67
TEX14	0	1	0.0
TEX15	0	4	0.0
TF	7	7	100.0
TFAM	0	1	0.0
TFAP2A	4	7	57.14
TFAP2A-AS2	13	13	100.0
TFAP2B	6	10	60.0
TFG	3	4	75.0
TFR2	8	22	36.36
TFRC	0	1	0.0
TG	9	20	45.0
TGDS	2	6	33.33
TGFB1	13	15	86.67
TGFB2	8	30	26.67
TGFB3	4	18	22.22
TGFBI	11	11	100.0
TGFBR1	26	36	72.22
TGFBR2	44	55	80.0
TGIF1	6	9	66.67
TGM1	35	68	51.47
LOC107882126	0	1	0.0
TGM3	0	1	0.0
TGM5	4	9	44.44
TGM6	4	8	50.0
TH	10	41	24.39
CENPT	1	1	100.0
THAP1	6	14	42.86
THBD	1	2	50.0
THOC2	7	9	77.78
THOC6	5	8	62.5
THPO	2	2	100.0
THRA	3	8	37.5
THRB	46	53	86.79
THSD1	1	2	50.0
ZFHX2	1	1	100.0
TIA1	1	1	100.0
TIMM50	5	7	71.43
TIMM8A	1	10	10.0
TIMMDC1	0	1	0.0
SYN3	5	6	83.33
TINF2	13	24	54.17
TJP2	2	21	9.52
TK2	8	34	23.53
TKT	1	3	33.33
TLE6	1	2	50.0
TLK2	1	5	20.0
TLL1	3	3	100.0
TMC1	10	26	38.46
TMC6	0	8	0.0
TMC8	0	1	0.0
TMCO1	0	8	0.0
TMEM106B	1	1	100.0
TMEM107	1	4	25.0
SNORD118	0	5	0.0
TMEM126A	1	3	33.33
TMEM126B	1	4	25.0
TMEM127	3	23	13.04
TMEM138	4	5	80.0
TMEM165	3	4	75.0
TMEM173	3	4	75.0
TMEM199	3	4	75.0
TMEM216	2	13	15.38
TMEM231	4	9	44.44
TMEM237	0	7	0.0
TMEM240	5	6	83.33
TMEM256-PLSCR3	0	1	0.0
TMEM260	0	2	0.0
TMEM43	3	4	75.0
TMEM47	1	1	100.0
TMEM67	31	73	42.47
TMEM70	0	8	0.0
TMEM87B	1	1	100.0
TMEM92	0	1	0.0
TMEM98	2	3	66.67
TMIE	5	9	55.56
TMLHE	0	2	0.0
TMPRSS15	0	5	0.0
TMPRSS3	12	20	60.0
TMPRSS6	4	12	33.33
TMTC3	2	6	33.33
TNC	3	3	100.0
TNF	1	1	100.0
TNFAIP3	1	8	12.5
TNFRSF11A	3	8	37.5
TNFRSF11B	4	5	80.0
TNFRSF13B	0	6	0.0
TNFRSF1A	2	17	11.76
TNFRSF4	1	1	100.0
TNFSF11	1	2	50.0
TNIK	0	1	0.0
TNNC1	9	9	100.0
TNNI2	2	5	40.0
TNNI3	41	46	89.13
FPGT-TNNI3K	1	1	100.0
TNNT1	0	5	0.0
TNNT2	27	48	56.25
TNNT3	2	2	100.0
TNPO3	2	3	66.67
TNXB	3	8	37.5
LOC106780803	1	1	100.0
TOE1	1	3	33.33
PLCG1-AS1	1	1	100.0
TOP2B	1	1	100.0
TOP3A	0	5	0.0
TOPORS	0	5	0.0
TOR1A	0	1	0.0
TOR1AIP1	1	1	100.0
TOR1AIP2	0	1	0.0
TP53	149	350	42.57
TUBGCP4	0	1	0.0
TP53RK	3	4	75.0
TP63	27	48	56.25
LOC111162621	0	1	0.0
TPI1	5	8	62.5
TPK1	4	11	36.36
TPM1	24	32	75.0
TPM2	9	18	50.0
TPM3	11	19	57.89
TPO	7	12	58.33
TPP1	18	65	27.69
TPP2	0	1	0.0
TPR	1	1	100.0
PRG4	0	1	0.0
TPRKB	2	2	100.0
TPRN	0	6	0.0
TRAC	0	1	0.0
TRAF3IP1	6	11	54.55
TRAF3IP2-AS1	1	1	100.0
TRAIP	1	2	50.0
TRAK1	0	1	0.0
TRAPPC11	2	13	15.38
TRAPPC12	1	3	33.33
TRAPPC2	1	11	9.09
TRAPPC3	0	1	0.0
TRAPPC6B	0	2	0.0
TRAPPC9	1	11	9.09
TRDN	1	17	5.88
TREH	0	1	0.0
TREM2	4	12	33.33
ATRIP-TREX1	9	25	36.0
TRHR	0	1	0.0
NANS	4	8	50.0
TRIM2	2	4	50.0
ASTN2	2	10	20.0
TRIM36	1	1	100.0
TRIM37	1	13	7.69
TRIM44	1	1	100.0
TRIM54	0	1	0.0
TRIM8	0	1	0.0
TRIO	4	18	22.22
TRIOBP	1	17	5.88
TRIP11	0	10	0.0
TRIP12	1	14	7.14
TRIP13	0	2	0.0
TRIP4	1	4	25.0
TRIT1	0	2	0.0
TRMT10A	1	2	50.0
TRMT10C	2	2	100.0
TRMT1	1	3	33.33
TRMT5	1	3	33.33
TRMU	6	17	35.29
TRNT1	4	11	36.36
CRBN	1	2	50.0
MSC-AS1	1	1	100.0
TRPC3	1	1	100.0
TRPC6	11	12	91.67
TRPM1	9	18	50.0
MIR204	0	1	0.0
TRPM4	1	5	20.0
TRPM6	3	8	37.5
TRPS1	11	53	20.75
TRPV3	7	7	100.0
TRPV4	42	54	77.78
TSC1	5	169	2.96
TSC2	48	368	13.04
TSEN15	1	2	50.0
TSEN2	4	8	50.0
TSEN34	1	1	100.0
TSEN54	5	21	23.81
TSFM	0	5	0.0
TSGA10	0	1	0.0
TSHB	0	3	0.0
TSHR	29	33	87.88
CEP128	1	1	100.0
TSHZ1	0	2	0.0
TSPAN12	7	15	46.67
POMGNT1	18	80	22.5
TSPAN7	1	2	50.0
TSPEAR	0	1	0.0
TSR2	1	1	100.0
TTBK1	1	1	100.0
TTBK2	0	3	0.0
CCDC39	0	4	0.0
TTC19	2	11	18.18
PWWP2A	1	1	100.0
